Matter Case ID #,State,County of Residence,FIPS
25-0002123,CA,Riverside,6065
25-0002124,CA,San Bernardino,6071
25-0002125,CA,Los Angeles,6037
25-0002126,CA,Los Angeles,6037
25-0002127,CA,Los Angeles,6037
25-0002128,CA,Tulare,6107
25-0002129,CA,Riverside,6065
25-0002130,CA,Santa Clara,6085
25-0002131,CA,Riverside,6065
25-0002132,CA,Merced,6047
25-0002133,CA,Orange,6059
25-0002134,CA,San Bernardino,6071
25-0002135,CA,San Bernardino,6071
25-0002136,CA,San Bernardino,6071
25-0002137,CA,Los Angeles,6037
25-0002138,CA,Riverside,6065
25-0002139,CA,Los Angeles,6037
25-0002140,CA,Santa Barbara,6083
25-0002141,CA,Los Angeles,6037
25-0002142,CA,Kern,6029
25-0002143,CA,San Luis Obispo,6079
25-0002144,CA,Los Angeles,6037
25-0002145,CA,Orange,6059
25-0002146,CA,Los Angeles,6037
25-0002147,CA,Santa Clara,6085
25-0002148,CA,Los Angeles,6037
25-0002149,CA,Orange,6059
25-0002150,CA,Los Angeles,6037
25-0002151,CA,Los Angeles,6037
25-0002152,CA,Los Angeles,6037
25-0002153,CA,San Bernardino,6071
25-0002154,CA,San Bernardino,6071
25-0002155,CA,Sacramento,6067
25-0002156,CA,Los Angeles,6037
25-0002157,CA,Madera,6039
25-0002158,CA,Orange,6059
25-0002159,CA,Los Angeles,6037
25-0002160,CA,Sacramento,6067
25-0002161,CA,Los Angeles,6037
25-0002162,CA,Los Angeles,6037
25-0002163,CA,Orange,6059
25-0002164,CA,San Bernardino,6071
25-0002165,CA,Los Angeles,6037
25-0002166,CA,Placer,6061
25-0002167,CA,Los Angeles,6037
25-0002168,CA,Los Angeles,6037
25-0002169,CA,Los Angeles,6037
25-0002170,CA,Orange,6059
25-0002171,CA,San Francisco,6075
25-0002172,CA,Los Angeles,6037
25-0002173,CA,San Bernardino,6071
25-0002174,CA,Santa Clara,6085
25-0002175,CA,Los Angeles,6037
25-0002176,CA,Placer,6061
25-0002177,CA,Los Angeles,6037
25-0002178,CA,Los Angeles,6037
25-0002179,CA,Los Angeles,6037
25-0002180,CA,Riverside,6065
25-0002181,CA,Riverside,6065
25-0002182,CA,Alameda,6001
25-0002183,CA,Los Angeles,6037
25-0002184,CA,Los Angeles,6037
25-0002185,CA,San Diego,6073
25-0002186,CA,Los Angeles,6037
25-0002187,CA,Los Angeles,6037
25-0002188,CA,Sacramento,6067
25-0002189,CA,Los Angeles,6037
25-0002190,CA,Los Angeles,6037
25-0002191,CA,San Diego,6073
25-0002192,CA,Los Angeles,6037
25-0002193,CA,San Bernardino,6071
25-0002194,CA,Kern,6029
25-0002195,CA,Kern,6029
25-0002196,CA,Orange,6059
25-0002197,CA,Los Angeles,6037
25-0002198,CA,Butte,6007
25-0002199,CA,Yolo,6113
25-0002200,CA,Riverside,6065
25-0002201,CA,San Mateo,6081
25-0002202,CA,Los Angeles,6037
25-0002203,CA,Santa Clara,6085
25-0002204,CA,Orange,6059
25-0002205,CA,Sonoma,6097
25-0002206,CA,San Diego,6073
25-0002207,CA,San Francisco,6075
25-0002208,CA,Kern,6029
25-0002209,CA,San Bernardino,6071
25-0002210,CA,Orange,6059
25-0002211,CA,Orange,6059
25-0002212,CA,Orange,6059
25-0002213,CA,Orange,6059
25-0002214,CA,Riverside,6065
25-0002215,CA,Riverside,6065
25-0002216,CA,Santa Barbara,6083
25-0002217,CA,Los Angeles,6037
25-0002218,CA,San Diego,6073
25-0002219,CA,Los Angeles,6037
25-0002220,CA,Orange,6059
25-0002221,CA,Los Angeles,6037
25-0002222,CA,Los Angeles,6037
25-0002223,CA,Orange,6059
25-0002224,CA,Los Angeles,6037
25-0002225,CA,Sacramento,6067
25-0002226,CA,San Bernardino,6071
25-0002227,CA,San Bernardino,6071
25-0002228,CA,Los Angeles,6037
25-0002229,CA,Solano,6095
25-0002230,CA,Santa Clara,6085
25-0002231,CA,Los Angeles,6037
25-0002232,CA,Los Angeles,6037
25-0002233,CA,Los Angeles,6037
25-0002234,CA,Los Angeles,6037
25-0002235,CA,Riverside,6065
25-0002236,CA,San Bernardino,6071
25-0002237,CA,Orange,6059
25-0002238,CA,Sacramento,6067
25-0002239,CA,Kern,6029
25-0002240,CA,Los Angeles,6037
25-0002241,CA,Los Angeles,6037
25-0002242,CA,Orange,6059
25-0002243,CA,Los Angeles,6037
25-0002244,CA,Santa Clara,6085
25-0002245,CA,Los Angeles,6037
25-0002246,CA,Mendocino,6045
25-0002247,CA,Los Angeles,6037
25-0002248,CA,Santa Clara,6085
25-0002249,CA,Alameda,6001
25-0002250,CA,Los Angeles,6037
25-0002251,CA,Los Angeles,6037
25-0002252,CA,San Diego,6073
25-0002253,CA,El Dorado,6017
25-0002254,CA,Los Angeles,6037
25-0002255,CA,Fresno,6019
25-0002256,CA,Los Angeles,6037
25-0002257,CA,Merced,6047
25-0002258,CA,Los Angeles,6037
25-0002259,CA,Ventura,6111
25-0002260,CA,Los Angeles,6037
25-0002261,CA,Riverside,6065
25-0002262,CA,Los Angeles,6037
25-0002263,CA,Santa Cruz,6087
25-0002264,CA,Orange,6059
25-0002265,CA,Los Angeles,6037
25-0002266,CA,Riverside,6065
25-0002267,CA,Los Angeles,6037
25-0002268,CA,Sacramento,6067
25-0002269,CA,Riverside,6065
25-0002270,CA,Tulare,6107
25-0002271,CA,Riverside,6065
25-0002272,CA,Calaveras,6009
25-0002273,CA,Los Angeles,6037
25-0002274,CA,Riverside,6065
25-0002275,CA,Santa Clara,6085
25-0002276,CA,San Bernardino,6071
25-0002277,CA,Sacramento,6067
25-0002278,CA,Los Angeles,6037
25-0002279,CA,Imperial,6025
25-0002280,CA,Los Angeles,6037
25-0002281,CA,Los Angeles,6037
25-0002282,CA,Orange,6059
25-0002283,CA,Santa Clara,6085
25-0002284,CA,Riverside,6065
25-0002285,CA,Los Angeles,6037
25-0002286,CA,Riverside,6065
25-0002287,CA,Los Angeles,6037
25-0002288,CA,Los Angeles,6037
25-0002289,CA,Sacramento,6067
25-0002290,CA,San Benito,6069
25-0002291,CA,Los Angeles,6037
25-0002292,CA,Los Angeles,6037
25-0002293,CA,Alameda,6001
25-0002294,CA,Kern,6029
25-0002295,CA,Santa Barbara,6083
25-0002296,CA,San Benito,6069
25-0002297,CA,Kings,6031
25-0002298,CA,San Diego,6073
25-0002299,CA,Los Angeles,6037
25-0002300,CA,Santa Clara,6085
25-0002301,CA,San Diego,6073
25-0002302,CA,Los Angeles,6037
25-0002303,CA,Riverside,6065
25-0002304,CA,Los Angeles,6037
25-0002305,CA,Madera,6039
25-0002306,CA,Los Angeles,6037
25-0002307,CA,Los Angeles,6037
25-0002308,CA,San Diego,6073
25-0002309,CA,Los Angeles,6037
25-0002310,CA,Riverside,6065
25-0002311,CA,Contra Costa,6013
25-0002312,CA,Yolo,6113
25-0002313,CA,Fresno,6019
25-0002314,CA,San Diego,6073
25-0002315,CA,Los Angeles,6037
25-0002316,CA,Sacramento,6067
25-0002317,CA,San Bernardino,6071
25-0002318,CA,Orange,6059
25-0002319,CA,Los Angeles,6037
25-0002320,CA,Santa Cruz,6087
25-0002321,CA,Fresno,6019
25-0002322,CA,Los Angeles,6037
25-0002323,CA,Kings,6031
25-0002324,CA,Santa Barbara,6083
25-0002325,CA,Tulare,6107
25-0002326,CA,San Francisco,6075
25-0002327,CA,Los Angeles,6037
25-0002328,CA,Shasta,6089
25-0002329,CA,Los Angeles,6037
25-0002330,CA,Los Angeles,6037
25-0002331,CA,San Diego,6073
25-0002332,CA,Ventura,6111
25-0002333,CA,Yolo,6113
25-0002334,CA,Contra Costa,6013
25-0002335,CA,Los Angeles,6037
25-0002336,CA,Los Angeles,6037
25-0002337,CA,San Bernardino,6071
25-0002338,CA,Los Angeles,6037
25-0002339,CA,San Bernardino,6071
25-0002340,CA,Sacramento,6067
25-0002341,CA,San Bernardino,6071
25-0002342,CA,Los Angeles,6037
25-0002343,CA,Los Angeles,6037
25-0002344,CA,Los Angeles,6037
25-0002345,CA,Riverside,6065
25-0002346,CA,Imperial,6025
25-0002347,CA,Madera,6039
25-0002348,CA,San Bernardino,6071
25-0002349,CA,San Bernardino,6071
25-0002350,CA,Los Angeles,6037
25-0002351,CA,Humboldt,6023
25-0002352,CA,Plumas,6063
25-0002353,CA,Riverside,6065
25-0002354,CA,San Diego,6073
25-0002355,CA,San Bernardino,6071
25-0002356,CA,Santa Clara,6085
25-0002357,CA,Orange,6059
25-0002358,CA,Los Angeles,6037
25-0002359,CA,Orange,6059
25-0002360,CA,Solano,6095
25-0002361,CA,Los Angeles,6037
25-0002362,CA,Yolo,6113
25-0002363,CA,Los Angeles,6037
25-0002364,CA,San Bernardino,6071
25-0002365,CA,Orange,6059
25-0002366,CA,Alameda,6001
25-0002367,CA,Riverside,6065
25-0002368,CA,Los Angeles,6037
25-0002369,CA,Ventura,6111
25-0002370,CA,Placer,6061
25-0002371,CA,San Bernardino,6071
25-0002372,CA,Alameda,6001
25-0002373,CA,Tulare,6107
25-0002374,CA,Los Angeles,6037
25-0002375,CA,Kern,6029
25-0002376,CA,San Diego,6073
25-0002377,CA,Santa Cruz,6087
25-0002378,CA,Santa Clara,6085
25-0002379,CA,Los Angeles,6037
25-0002380,CA,Orange,6059
25-0002381,CA,San Francisco,6075
25-0002382,CA,San Bernardino,6071
25-0002383,CA,Riverside,6065
25-0002384,CA,San Bernardino,6071
25-0002385,CA,San Bernardino,6071
25-0002386,CA,Orange,6059
25-0002387,CA,Orange,6059
25-0002388,CA,Santa Clara,6085
25-0002389,CA,Riverside,6065
25-0002390,CA,Los Angeles,6037
25-0002391,CA,Orange,6059
25-0002392,CA,Fresno,6019
25-0002393,CA,Los Angeles,6037
25-0002394,CA,Orange,6059
25-0002395,CA,Los Angeles,6037
25-0002396,CA,Kings,6031
25-0002397,CA,Los Angeles,6037
25-0002398,CA,San Bernardino,6071
25-0002399,CA,Los Angeles,6037
25-0002400,CA,San Joaquin,6077
25-0002401,CA,San Bernardino,6071
25-0002402,CA,Los Angeles,6037
25-0002403,CA,Santa Clara,6085
25-0002404,CA,Orange,6059
25-0002405,CA,Sonoma,6097
25-0002406,CA,Santa Clara,6085
25-0002407,CA,Los Angeles,6037
25-0002408,CA,Sacramento,6067
25-0002409,CA,Los Angeles,6037
25-0002410,CA,San Luis Obispo,6079
25-0002411,CA,Los Angeles,6037
25-0002412,CA,Los Angeles,6037
25-0002413,CA,Los Angeles,6037
25-0002414,CA,Los Angeles,6037
25-0002415,CA,Los Angeles,6037
25-0002416,CA,Los Angeles,6037
25-0002417,CA,Sacramento,6067
25-0002418,CA,Solano,6095
25-0002419,CA,Los Angeles,6037
25-0002420,CA,Orange,6059
25-0002421,CA,Los Angeles,6037
25-0002422,CA,San Bernardino,6071
25-0002423,CA,San Joaquin,6077
25-0002424,CA,Tehama,6103
25-0002425,CA,Orange,6059
25-0002426,CA,Alameda,6001
25-0002427,CA,Kern,6029
25-0002428,CA,Fresno,6019
25-0002429,CA,Riverside,6065
25-0002430,CA,Sonoma,6097
25-0002431,CA,Los Angeles,6037
25-0002432,CA,Sacramento,6067
25-0002433,CA,Orange,6059
25-0002434,CA,San Bernardino,6071
25-0002435,CA,Fresno,6019
25-0002436,CA,San Joaquin,6077
25-0002437,CA,Los Angeles,6037
25-0002438,CA,San Diego,6073
25-0002439,CA,Santa Clara,6085
25-0002440,CA,Los Angeles,6037
25-0002441,CA,Los Angeles,6037
25-0002442,CA,Santa Clara,6085
25-0002443,CA,Shasta,6089
25-0002444,CA,Orange,6059
25-0002445,CA,Imperial,6025
25-0002446,CA,Los Angeles,6037
25-0002447,CA,Los Angeles,6037
25-0002448,CA,Kern,6029
25-0002449,CA,Riverside,6065
25-0002450,CA,San Bernardino,6071
25-0002451,CA,San Bernardino,6071
25-0002452,CA,San Bernardino,6071
25-0002453,CA,Riverside,6065
25-0002454,CA,Orange,6059
25-0002455,CA,Madera,6039
25-0002456,CA,Los Angeles,6037
25-0002457,CA,Orange,6059
25-0002458,CA,Fresno,6019
25-0002459,CA,Alameda,6001
25-0002460,CA,Los Angeles,6037
25-0002461,CA,Los Angeles,6037
25-0002462,CA,Orange,6059
25-0002463,CA,Los Angeles,6037
25-0002464,CA,Los Angeles,6037
25-0002465,CA,Riverside,6065
25-0002466,CA,Los Angeles,6037
25-0002467,CA,Los Angeles,6037
25-0002468,CA,Los Angeles,6037
25-0002469,CA,Los Angeles,6037
25-0002470,CA,Los Angeles,6037
25-0002471,CA,Los Angeles,6037
25-0002472,CA,San Mateo,6081
25-0002473,CA,San Bernardino,6071
25-0002474,CA,San Bernardino,6071
25-0002475,CA,Los Angeles,6037
25-0002476,CA,San Francisco,6075
25-0002477,CA,Los Angeles,6037
25-0002478,CA,Riverside,6065
25-0002479,CA,Riverside,6065
25-0002480,CA,Los Angeles,6037
25-0002481,CA,Orange,6059
25-0002482,CA,Contra Costa,6013
25-0002483,CA,San Francisco,6075
25-0002484,CA,Yolo,6113
25-0002485,CA,Los Angeles,6037
25-0002486,CA,Los Angeles,6037
25-0002487,CA,San Bernardino,6071
25-0002488,CA,Orange,6059
25-0002489,CA,San Bernardino,6071
25-0002490,CA,Los Angeles,6037
25-0002491,CA,Sacramento,6067
25-0002492,CA,Los Angeles,6037
25-0002493,CA,Stanislaus,6099
25-0002494,CA,San Diego,6073
25-0002495,CA,Fresno,6019
25-0002496,CA,Fresno,6019
25-0002497,CA,Tulare,6107
25-0002498,CA,Los Angeles,6037
25-0002499,CA,Los Angeles,6037
25-0002500,CA,Los Angeles,6037
25-0002501,CA,Riverside,6065
25-0002502,CA,San Bernardino,6071
25-0002503,CA,Los Angeles,6037
25-0002504,CA,Riverside,6065
25-0002505,CA,San Joaquin,6077
25-0002506,CA,Los Angeles,6037
25-0002507,CA,Los Angeles,6037
25-0002508,CA,Los Angeles,6037
25-0002509,CA,Los Angeles,6037
25-0002510,CA,Los Angeles,6037
25-0002511,CA,Los Angeles,6037
25-0002512,CA,Los Angeles,6037
25-0002513,CA,Los Angeles,6037
25-0002514,CA,Los Angeles,6037
25-0002515,CA,Los Angeles,6037
25-0002516,CA,Los Angeles,6037
25-0002517,CA,Riverside,6065
25-0002518,CA,Kings,6031
25-0002519,CA,Los Angeles,6037
25-0002520,CA,San Bernardino,6071
25-0002521,CA,San Bernardino,6071
25-0002522,CA,Napa,6055
25-0002523,CA,Contra Costa,6013
25-0002524,CA,Riverside,6065
25-0002525,CA,Los Angeles,6037
25-0002526,CA,Sonoma,6097
25-0002527,CA,Los Angeles,6037
25-0002528,CA,Los Angeles,6037
25-0002529,CA,Los Angeles,6037
25-0002530,CA,Alameda,6001
25-0002531,CA,El Dorado,6017
25-0002532,CA,Orange,6059
25-0002533,CA,San Bernardino,6071
25-0002534,CA,Santa Clara,6085
25-0002535,CA,Contra Costa,6013
25-0002536,CA,Napa,6055
25-0002537,CA,Yolo,6113
25-0002538,CA,Los Angeles,6037
25-0002539,CA,Los Angeles,6037
25-0002540,CA,San Diego,6073
25-0002541,CA,Tulare,6107
25-0002542,CA,Kings,6031
25-0002543,CA,Santa Clara,6085
25-0002544,CA,Kings,6031
25-0002545,CA,Los Angeles,6037
25-0002546,CA,Los Angeles,6037
25-0002547,CA,Alameda,6001
25-0002548,CA,Lake,6033
25-0002549,CA,Los Angeles,6037
25-0002550,CA,Los Angeles,6037
25-0002551,CA,Los Angeles,6037
25-0002552,CA,Siskiyou,6093
25-0002553,CA,Trinity,6105
25-0002554,CA,Los Angeles,6037
25-0002555,CA,Riverside,6065
25-0002556,CA,Los Angeles,6037
25-0002557,CA,San Bernardino,6071
25-0002558,CA,Riverside,6065
25-0002559,CA,Los Angeles,6037
25-0002560,CA,Fresno,6019
25-0002561,CA,Orange,6059
25-0002562,CA,Merced,6047
25-0002563,CA,Los Angeles,6037
25-0002564,CA,Los Angeles,6037
25-0002565,CA,Contra Costa,6013
25-0002566,CA,San Bernardino,6071
25-0002567,CA,Contra Costa,6013
25-0002568,CA,Los Angeles,6037
25-0002569,CA,Los Angeles,6037
25-0002570,CA,Orange,6059
25-0002571,CA,Orange,6059
25-0002572,CA,Los Angeles,6037
25-0002573,CA,Los Angeles,6037
25-0002574,CA,Los Angeles,6037
25-0002575,CA,San Joaquin,6077
25-0002576,CA,Sacramento,6067
25-0002577,CA,Imperial,6025
25-0002578,CA,Alameda,6001
25-0002579,CA,Orange,6059
25-0002580,CA,San Bernardino,6071
25-0002581,CA,Los Angeles,6037
25-0002582,CA,Riverside,6065
25-0002583,CA,San Diego,6073
25-0002584,CA,Los Angeles,6037
25-0002585,CA,Sonoma,6097
25-0002586,CA,Los Angeles,6037
25-0002587,CA,Riverside,6065
25-0002588,CA,Los Angeles,6037
25-0002589,CA,Los Angeles,6037
25-0002590,CA,San Mateo,6081
25-0002591,CA,Kern,6029
25-0002592,CA,Ventura,6111
25-0002593,CA,San Francisco,6075
25-0002594,CA,Riverside,6065
25-0002595,CA,Contra Costa,6013
25-0002596,CA,San Bernardino,6071
25-0002597,CA,Los Angeles,6037
25-0002598,CA,Los Angeles,6037
25-0002599,CA,Los Angeles,6037
25-0002600,CA,Kern,6029
25-0002601,CA,Los Angeles,6037
25-0002602,CA,Los Angeles,6037
25-0002603,CA,San Diego,6073
25-0002604,CA,Alameda,6001
25-0002605,CA,Los Angeles,6037
25-0002606,CA,Orange,6059
25-0002607,CA,Tulare,6107
25-0002608,CA,Alameda,6001
25-0002609,CA,Los Angeles,6037
25-0002610,CA,Los Angeles,6037
25-0002611,CA,Kern,6029
25-0002612,CA,Los Angeles,6037
25-0002613,CA,Los Angeles,6037
25-0002614,CA,Orange,6059
25-0002615,CA,Riverside,6065
25-0002616,CA,Los Angeles,6037
25-0002617,CA,Los Angeles,6037
25-0002618,CA,Kings,6031
25-0002619,CA,San Benito,6069
25-0002620,CA,Los Angeles,6037
25-0002621,CA,San Luis Obispo,6079
25-0002622,CA,Yolo,6113
25-0002623,CA,San Bernardino,6071
25-0002624,CA,Alameda,6001
25-0002625,CA,Los Angeles,6037
25-0002626,CA,Riverside,6065
25-0002627,CA,Los Angeles,6037
25-0002628,CA,Riverside,6065
25-0002629,CA,Alameda,6001
25-0002630,CA,San Bernardino,6071
25-0002631,CA,Riverside,6065
25-0002632,CA,Los Angeles,6037
25-0002633,CA,San Bernardino,6071
25-0002634,CA,Los Angeles,6037
25-0002635,CA,San Mateo,6081
25-0002636,CA,Orange,6059
25-0002637,CA,Tulare,6107
25-0002638,CA,Los Angeles,6037
25-0002639,CA,Los Angeles,6037
25-0002640,CA,Los Angeles,6037
25-0002641,CA,Los Angeles,6037
25-0002642,CA,Contra Costa,6013
25-0002643,CA,Butte,6007
25-0002644,CA,Los Angeles,6037
25-0002645,CA,Riverside,6065
25-0002646,CA,Los Angeles,6037
25-0002647,CA,Sacramento,6067
25-0002648,CA,Los Angeles,6037
25-0002649,CA,Riverside,6065
25-0002650,CA,Los Angeles,6037
25-0002651,CA,Fresno,6019
25-0002652,CA,San Diego,6073
25-0002653,CA,Los Angeles,6037
25-0002654,CA,San Bernardino,6071
25-0002655,CA,Los Angeles,6037
25-0002656,CA,Fresno,6019
25-0002657,CA,San Bernardino,6071
25-0002658,CA,Los Angeles,6037
25-0002659,CA,Orange,6059
25-0002660,CA,San Diego,6073
25-0002661,CA,Los Angeles,6037
25-0002662,CA,San Joaquin,6077
25-0002663,CA,Los Angeles,6037
25-0002664,CA,Los Angeles,6037
25-0002665,CA,Sacramento,6067
25-0002666,CA,Santa Clara,6085
25-0002667,CA,San Bernardino,6071
25-0002668,CA,San Diego,6073
25-0002669,CA,Santa Barbara,6083
25-0002670,CA,Contra Costa,6013
25-0002671,CA,Los Angeles,6037
25-0002672,CA,Fresno,6019
25-0002673,CA,Solano,6095
25-0002674,CA,Los Angeles,6037
25-0002675,CA,Los Angeles,6037
25-0002676,CA,Orange,6059
25-0002677,CA,Riverside,6065
25-0002678,CA,Santa Clara,6085
25-0002679,CA,Los Angeles,6037
25-0002680,CA,Sacramento,6067
25-0002681,CA,Los Angeles,6037
25-0002682,CA,Lake,6033
25-0002683,CA,Sacramento,6067
25-0002684,CA,San Diego,6073
25-0002685,CA,Alameda,6001
25-0002686,CA,Los Angeles,6037
25-0002687,CA,Riverside,6065
25-0002688,CA,Sacramento,6067
25-0002689,CA,San Bernardino,6071
25-0002690,CA,Los Angeles,6037
25-0002691,CA,Riverside,6065
25-0002692,CA,Los Angeles,6037
25-0002693,CA,Orange,6059
25-0002694,CA,Los Angeles,6037
25-0002695,CA,Riverside,6065
25-0002696,CA,Los Angeles,6037
25-0002697,CA,Orange,6059
25-0002698,CA,Orange,6059
25-0002699,CA,Merced,6047
25-0002700,CA,Fresno,6019
25-0002701,CA,Los Angeles,6037
25-0002702,CA,Los Angeles,6037
25-0002703,CA,Los Angeles,6037
25-0002704,CA,Fresno,6019
25-0002705,CA,San Bernardino,6071
25-0002706,CA,Los Angeles,6037
25-0002707,CA,Riverside,6065
25-0002708,CA,Los Angeles,6037
25-0002709,CA,San Bernardino,6071
25-0002710,CA,Los Angeles,6037
25-0002711,CA,Los Angeles,6037
25-0002712,CA,San Bernardino,6071
25-0002713,CA,Orange,6059
25-0002714,CA,Sacramento,6067
25-0002715,CA,Ventura,6111
25-0002716,CA,Los Angeles,6037
25-0002717,CA,Los Angeles,6037
25-0002718,CA,Orange,6059
25-0002719,CA,Los Angeles,6037
25-0002720,CA,Riverside,6065
25-0002721,CA,Los Angeles,6037
25-0002722,CA,Fresno,6019
25-0002723,CA,Los Angeles,6037
25-0002724,CA,Riverside,6065
25-0002725,CA,Butte,6007
25-0002726,CA,Yolo,6113
25-0002727,CA,Solano,6095
25-0002728,CA,Los Angeles,6037
25-0002729,CA,Santa Barbara,6083
25-0002730,CA,San Bernardino,6071
25-0002731,CA,Orange,6059
25-0002732,CA,Riverside,6065
25-0002733,CA,Calaveras,6009
25-0002734,CA,Nevada,6057
25-0002735,CA,Yuba,6115
25-0002736,CA,Sonoma,6097
25-0002737,CA,San Francisco,6075
25-0002738,CA,San Bernardino,6071
25-0002739,CA,Orange,6059
25-0002740,CA,Orange,6059
25-0002741,CA,Los Angeles,6037
25-0002742,CA,Los Angeles,6037
25-0002743,CA,Placer,6061
25-0002744,CA,Marin,6041
25-0002745,CA,Los Angeles,6037
25-0002746,CA,Riverside,6065
25-0002747,CA,Placer,6061
25-0002748,CA,Orange,6059
25-0002749,CA,Kern,6029
25-0002750,CA,Sacramento,6067
25-0002751,CA,San Bernardino,6071
25-0002752,CA,Los Angeles,6037
25-0002753,CA,Los Angeles,6037
25-0002754,CA,Butte,6007
25-0002755,CA,Santa Clara,6085
25-0002756,CA,El Dorado,6017
25-0002757,CA,San Luis Obispo,6079
25-0002758,CA,Los Angeles,6037
25-0002759,CA,Los Angeles,6037
25-0002760,CA,Los Angeles,6037
25-0002761,CA,Los Angeles,6037
25-0002762,CA,Los Angeles,6037
25-0002763,CA,Riverside,6065
25-0002764,CA,Orange,6059
25-0002765,CA,San Diego,6073
25-0002766,CA,San Bernardino,6071
25-0002767,CA,San Bernardino,6071
25-0002768,CA,Los Angeles,6037
25-0002769,CA,San Bernardino,6071
25-0002770,CA,Los Angeles,6037
25-0002771,CA,Orange,6059
25-0002772,CA,Sacramento,6067
25-0002773,CA,Los Angeles,6037
25-0002774,CA,Los Angeles,6037
25-0002775,CA,Los Angeles,6037
25-0002776,CA,Alameda,6001
25-0002777,CA,Riverside,6065
25-0002778,CA,Contra Costa,6013
25-0002779,CA,Los Angeles,6037
25-0002780,CA,San Diego,6073
25-0002781,CA,Orange,6059
25-0002782,CA,Los Angeles,6037
25-0002783,CA,Nevada,6057
25-0002784,CA,Glenn,6021
25-0002785,CA,Los Angeles,6037
25-0002786,CA,Los Angeles,6037
25-0002787,CA,Los Angeles,6037
25-0002788,CA,Los Angeles,6037
25-0002789,CA,Sacramento,6067
25-0002790,CA,Los Angeles,6037
25-0002791,CA,Los Angeles,6037
25-0002792,CA,Los Angeles,6037
25-0002793,CA,Los Angeles,6037
25-0002794,CA,Fresno,6019
25-0002795,CA,Los Angeles,6037
25-0002796,CA,Kern,6029
25-0002797,CA,Solano,6095
25-0002798,CA,Humboldt,6023
25-0002799,CA,Los Angeles,6037
25-0002800,CA,Riverside,6065
25-0002801,CA,Los Angeles,6037
25-0002802,CA,Orange,6059
25-0002803,CA,Los Angeles,6037
25-0002804,CA,San Joaquin,6077
25-0002805,CA,Stanislaus,6099
25-0002806,CA,Los Angeles,6037
25-0002807,CA,Riverside,6065
25-0002808,CA,Sacramento,6067
25-0002809,CA,Riverside,6065
25-0002810,CA,Riverside,6065
25-0002811,CA,Orange,6059
25-0002812,CA,Los Angeles,6037
25-0002813,CA,Riverside,6065
25-0002814,CA,San Diego,6073
25-0002815,CA,Los Angeles,6037
25-0002816,CA,Los Angeles,6037
25-0002817,CA,Los Angeles,6037
25-0002818,CA,Los Angeles,6037
25-0002819,CA,Orange,6059
25-0002820,CA,Sacramento,6067
25-0002821,CA,San Diego,6073
25-0002822,CA,Los Angeles,6037
25-0002823,CA,Los Angeles,6037
25-0002824,CA,Los Angeles,6037
25-0002825,CA,Contra Costa,6013
25-0002826,CA,Los Angeles,6037
25-0002827,CA,Los Angeles,6037
25-0002828,CA,Santa Clara,6085
25-0002829,CA,San Mateo,6081
25-0002830,CA,San Bernardino,6071
25-0002831,CA,Riverside,6065
25-0002832,CA,Santa Barbara,6083
25-0002833,CA,Kern,6029
25-0002834,CA,Orange,6059
25-0002835,CA,Santa Clara,6085
25-0002836,CA,Los Angeles,6037
25-0002837,CA,Riverside,6065
25-0002838,CA,Riverside,6065
25-0002839,CA,Contra Costa,6013
25-0002840,CA,Madera,6039
25-0002841,CA,Los Angeles,6037
25-0002842,CA,Kern,6029
25-0002843,CA,Los Angeles,6037
25-0002844,CA,Fresno,6019
25-0002845,CA,Los Angeles,6037
25-0002846,CA,Los Angeles,6037
25-0002847,CA,San Joaquin,6077
25-0002848,CA,San Bernardino,6071
25-0002849,CA,Orange,6059
25-0002850,CA,Fresno,6019
25-0002851,CA,Contra Costa,6013
25-0002852,CA,Riverside,6065
25-0002853,CA,Los Angeles,6037
25-0002854,CA,Madera,6039
25-0002855,CA,Los Angeles,6037
25-0002856,CA,Los Angeles,6037
25-0002857,CA,Orange,6059
25-0002858,CA,Riverside,6065
25-0002859,CA,Sacramento,6067
25-0002860,CA,San Francisco,6075
25-0002861,CA,Riverside,6065
25-0002862,CA,Los Angeles,6037
25-0002863,CA,Tulare,6107
25-0002864,CA,Santa Clara,6085
25-0002865,CA,San Bernardino,6071
25-0002866,CA,San Mateo,6081
25-0002867,CA,Los Angeles,6037
25-0002868,CA,Riverside,6065
25-0002869,CA,Los Angeles,6037
25-0002870,CA,Orange,6059
25-0002871,CA,Los Angeles,6037
25-0002872,CA,Orange,6059
25-0002873,CA,Los Angeles,6037
25-0002874,CA,Los Angeles,6037
25-0002875,CA,Los Angeles,6037
25-0002876,CA,Los Angeles,6037
25-0002877,CA,San Bernardino,6071
25-0002878,CA,Los Angeles,6037
25-0002879,CA,Los Angeles,6037
25-0002880,CA,San Diego,6073
25-0002881,CA,Fresno,6019
25-0002882,CA,Los Angeles,6037
25-0002883,CA,Kings,6031
25-0002884,CA,Orange,6059
25-0002885,CA,Humboldt,6023
25-0002886,CA,Orange,6059
25-0002887,CA,Sutter,6101
25-0002888,CA,Riverside,6065
25-0002889,CA,Los Angeles,6037
25-0002890,CA,Los Angeles,6037
25-0002891,CA,Los Angeles,6037
25-0002892,CA,Fresno,6019
25-0002893,CA,Contra Costa,6013
25-0002894,CA,Calaveras,6009
25-0002895,CA,Los Angeles,6037
25-0002896,CA,San Bernardino,6071
25-0002897,CA,Los Angeles,6037
